"psychometrics" -- "statistical methods"
"psychometrics" -- "quantitative psychology"
"psychometrics" -- "latent variable models"
"pharmacoepidemiology" -- "epidemiology"
"historical geography" -- "cultural geography"
"balance" -- "biomechanics"
"multilingualism" -- "bilingualism"
"auction theory" -- "game theory"
"molecular simulation" -- "statistical mechanics"
"molecular simulation" -- "nucleation"
"acoustics" -- "ultrasonics"
"theoretical condensed matter physics" -- "statistical mechanics"
"sustainable building" -- "energy efficiency"
"biological engineering" -- "synthetic biology"
"accounting" -- "finance"
"accounting" -- "disclosure"
"accounting" -- "tax"
"protein aggregation" -- "neurodegeneration"
"devices" -- "electronic materials"
"sanitation" -- "water"
"telecommunications" -- "networks"
"histology" -- "cell biology"
"segmentation" -- "machine learning"
"substance abuse" -- "mental health"
"scanning probe microscopy" -- "surface science"
"regional planning" -- "urban"
"molecular dynamics" -- "kinetic modeling"
"molecular dynamics" -- "atomistic simulations"
"cognitive linguistics" -- "corpus linguistics"
"cartilage" -- "tissue engineering"
"musculoskeletal" -- "orthopaedics"
"political science" -- "survey methodology"
"hepatology" -- "liver transplantation"
"hepatology" -- "gastroenterology"
"computer vision" -- "graphics"
"computer vision" -- "mobile robotics"
"computer vision" -- "biomedical image analysis"
"computer vision" -- "multimedia"
"computer vision" -- "medical imaging"
"computer vision" -- "3d imaging"
"computer vision" -- "augmented reality"
"computer vision" -- "machine learning"
"computer vision" -- "visual search"
"computer vision" -- "shape analysis"
"computer vision" -- "human vision"
"biogeography" -- "macroecology"
"indoor positioning" -- "machine learning"
"philosophy of education" -- "philosophy"
"hearing" -- "cochlear implants"
"hearing" -- "audiology"
"hearing" -- "neuroscience"
"domestication" -- "evolution"
"cognition" -- "aging"
"cognition" -- "language"
"cognition" -- "emotion"
"cognition" -- "neuroscience"
"cognition" -- "music perception"
"geotechnical earthquake engineering" -- "soil-structure interaction"
"quantum optics" -- "quantum technologies"
"quantum optics" -- "atomic physics"
"quantum optics" -- "quantum photonics"
"quantum optics" -- "quantum information theory"
"quantum optics" -- "quantum communication"
"quantum optics" -- "optomechanics"
"quantum optics" -- "ultracold atoms"
"quantum optics" -- "quantum information processing"
"evolutionary developmental biology" -- "evolutionary biology"
"technology" -- "history of science"
"technology" -- "education"
"crystallography" -- "structural biology"
"crystallography" -- "diffraction"
"antarctica" -- "glaciology"
"auditory neuroscience" -- "computational neuroscience"
"dark matter" -- "cosmology"
"protein dynamics" -- "structural biology"
"auctions" -- "industrial organization"
"e-learning" -- "educational technology"
"materials" -- "chemistry"
"urban ecology" -- "landscape ecology"
"civic engagement" -- "education"
"glass" -- "ceramics"
"atomic" -- "molecular"
"atomic" -- "optical physics"
"cad" -- "machine design"
"cad" -- "cam"
"nmr spectroscopy" -- "structural biology"
"dietetics" -- "nutrition"
"mental health" -- "qualitative"
"mental health" -- "psychiatry"
"mental health" -- "youth development"
"epidemiology" -- "child health"
"epidemiology" -- "obstetrics"
"epidemiology" -- "mathematical modeling"
"epidemiology" -- "environmental health"
"epidemiology" -- "population health"
"epidemiology" -- "nutrition"
"fisheries" -- "fish ecology"
"crime" -- "deviance"
"cytoskeleton" -- "cell biology"
"thermal energy storage" -- "nanofluidics"
"evolutionary psychology" -- "social psychology"
"pathology" -- "immunology"
"psychotherapy" -- "clinical psychology"
"structural equation modeling" -- "multilevel modeling"
"soil erosion" -- "geomorphology"
"astronomy" -- "exoplanets"
"analytical chemistry" -- "environmental chemistry"
"analytical chemistry" -- "method development"
"analytical chemistry" -- "clinical chemistry"
"analytical chemistry" -- "chemical oceanography"
"palaeontology" -- "palaeoecology"
"palaeontology" -- "evolution"
"computational neuroscience" -- "theoretical neuroscience"
"computational neuroscience" -- "machine learning"
"computational neuroscience" -- "visual neuroscience"
"language variation" -- "change"
"renewable energy" -- "power electronics"
"renewable energy" -- "wind energy"
"renewable energy" -- "energy efficiency"
"renewable energy" -- "environmental technology"
"arquitectura" -- "urbanismo"
"arquitectura" -- "patrimonio"
"arquitectura" -- "historia del arte"
"crystal plasticity" -- "texture"
"antibody engineering" -- "protein engineering"
"isotope geochemistry" -- "geochronology"
"isotope geochemistry" -- "carbonate sedimentology"
"organization theory" -- "institutional theory"
"neuroplasticity" -- "neuroscience"
"electronic design automation" -- "computer-aided design"
"biogeochemistry" -- "ecosystem ecology"
"biogeochemistry" -- "ecosystem modeling"
"biogeochemistry" -- "microbial ecology"
"biogeochemistry" -- "soil ecology"
"biogeochemistry" -- "sediment"
"lighting" -- "architecture"
"plant breeding" -- "plant genetics"
"marketing communication" -- "advertising"
"economic theory" -- "game theory"
"soil fertility" -- "plant nutrition"
"biomedical optics" -- "fluorescence imaging"
"labour market" -- "education"
"developmental psychopathology" -- "resilience"
"abiotic stress" -- "plant physiology"
"biosensors" -- "nanobiotechnology"
"biosensors" -- "aptamers"
"anatomy" -- "biomechanics"
"ecologia" -- "ambiente"
"borders" -- "migration"
"anthropology" -- "ethnography"
"anthropology" -- "african studies"
"microelectronics" -- "nanoelectronics"
"theranostics" -- "nanomedicine"
"interferometry" -- "optics"
"retina" -- "ophthalmology"
"parallel algorithms" -- "high performance computing"
"data analysis" -- "machine learning"
"cyber security" -- "network security"
"block copolymers" -- "self-assembly"
"stress" -- "coping"
"stress" -- "neuroscience"
"marine renewable energy" -- "offshore engineering"
"turbulent combustion" -- "computational fluid dynamics"
"capital markets" -- "financial accounting"
"opioids" -- "pain"
"diet" -- "nutrition"
"bibliometrics" -- "scientometrics"
"nanofluidics" -- "microfluidics"
"data analytics" -- "machine learning"
"cine" -- "comunicación"
"spinal cord injury" -- "neuroscience"
"meta-analysis" -- "evidence-based medicine"
"applied statistics" -- "machine learning"
"gastroenterology" -- "immunology"
"gastroenterology" -- "endoscopy"
"stress response" -- "aging"
"curriculum development" -- "education"
"medical image processing" -- "machine learning"
"comparative education" -- "education policy"
"tropical meteorology" -- "tropical cyclones"
"intelligent transportation systems" -- "machine learning"
"physical geography" -- "geomorphology"
"cosmic rays" -- "particle physics"
"x-ray" -- "neutron scattering"
"learning sciences" -- "educational technology"
"gait" -- "biomechanics"
"dynamical systems" -- "mathematical biology"
"dynamical systems" -- "celestial mechanics"
"dynamical systems" -- "fractals"
"dynamical systems" -- "differential equations"
"cerebellum" -- "neuroscience"
"membrane trafficking" -- "cell biology"
"blended learning" -- "educational technology"
"fluid-structure interaction" -- "computational fluid dynamics"
"natural hazards" -- "geomorphology"
"natural hazards" -- "landslides"
"bilingual education" -- "education"
"electrical" -- "computer engineering"
"biochemistry" -- "structural biology"
"biochemistry" -- "molecular biology"
"biochemistry" -- "medical science"
"biochemistry" -- "cell biology"
"psychoanalysis" -- "clinical psychology"
"phonetics" -- "phonology"
"phonetics" -- "prosody"
"phonetics" -- "speech perception"
"ergonomics" -- "inclusive design"
"ergonomics" -- "biomechanics"
"policy evaluation" -- "energy policy"
"alzheimer s disease" -- "neuroscience"
"microfabrication" -- "mems"
"business history" -- "economic history"
"american studies" -- "american literature"
"risk analysis" -- "decision analysis"
"model reduction" -- "uncertainty quantification"
"materials synthesis" -- "characterization"
"substance use" -- "adolescent health"
"theoretical particle physics" -- "cosmology"
"optics" -- "displays"
"optics" -- "lasers"
"optics" -- "optical tweezers"
"nonparametric statistics" -- "machine learning"
"complex systems" -- "networks"
"complex systems" -- "evolutionary game theory"
"complex systems" -- "statistical physics"
"weed science" -- "agronomy"
"qos" -- "networks"
"plant nutrition" -- "plant physiology"
"plant nutrition" -- "stress physiology"
"drama" -- "theatre"
"e-science" -- "cyberinfrastructure"
"automatic speech recognition" -- "machine learning"
"education policy" -- "sociology of education"
"education policy" -- "educational leadership"
"education policy" -- "urban education"
"olfaction" -- "neuroscience"
"mechanical engineering" -- "aerospace engineering"
"star formation" -- "planet formation"
"finance" -- "banking"
"educação" -- "art"
"intellectual property" -- "copyright"
"intellectual property" -- "patents"
"cultural history" -- "history"
"approximation theory" -- "orthogonal polynomials"
"nanomanufacturing" -- "mems"
"jewish studies" -- "history"
"problem solving" -- "critical thinking"
"atherosclerosis" -- "vascular biology"
"atherosclerosis" -- "diabetes"
"system security" -- "web security"
"system security" -- "networks"
"biological anthropology" -- "bioarchaeology"
"biological anthropology" -- "primatology"
"pattern recognition" -- "machine learning"
"epilepsy" -- "neuroscience"
"breastfeeding" -- "nutrition"
"neuropsychopharmacology" -- "neuroscience"
"photosynthesis" -- "plant physiology"
"photosynthesis" -- "cyanobacteria"
"cochlear implants" -- "psychoacoustics"
"pricing" -- "revenue management"
"comparative physiology" -- "ecophysiology"
"microsystems" -- "mems"
"ultrafast spectroscopy" -- "physical chemistry"
"industrial" -- "organizational psychology"
"finanzas" -- "innovación"
"speech technology" -- "machine learning"
"x-ray crystallography" -- "structural biology"
"wound healing" -- "tissue engineering"
"healthcare" -- "machine learning"
"neuromechanics" -- "biomechanics"
"machining" -- "sustainable manufacturing"
"intellectual history" -- "history of science"
"urbanismo" -- "turismo"
"accelerator physics" -- "mathematical modeling"
"agricultural economics" -- "food policy"
"agricultural economics" -- "agricultural policy"
"physiotherapy" -- "rehabilitation"
"applied math" -- "machine learning"
"urban" -- "architecture"
"exercise physiology" -- "sports science"
"exercise physiology" -- "environmental physiology"
"exercise physiology" -- "nutrition"
"connectomics" -- "neuroscience"
"history" -- "art history"
"history" -- "france"
"employment" -- "work"
"visual perception" -- "attention"
"neuropathology" -- "neuroscience"
"plastic surgery" -- "tissue engineering"
"psychiatric disorders" -- "neuroscience"
"social science" -- "human"
"speech recognition" -- "machine learning"
"space systems" -- "control theory"
"co2 sequestration" -- "flow in porous media"
"architectural history" -- "architecture"
"data visualization" -- "machine learning"
"networks" -- "security"
"human geography" -- "cultural geography"
"parallel computing" -- "high performance computing"
"parallel computing" -- "gpu computing"
"energy harvesting" -- "mems"
"soil science" -- "agronomy"
"soil science" -- "soil chemistry"
"international management" -- "international business"
"negotiation" -- "conflict"
"tissue engineering" -- "regenerative"
"tissue engineering" -- "cell therapy"
"tissue engineering" -- "mechanotransduction"
"tissue engineering" -- "mesenchymal stem cells"
"islam" -- "religion"
"open science" -- "open access"
"finite element analysis" -- "biomechanics"
"empirical asset pricing" -- "international finance"
"copyright" -- "open access"
"glioblastoma" -- "cancer"
"mucosal immunology" -- "immunology"
"child development" -- "early childhood education"
"child development" -- "education"
"mathematical finance" -- "stochastic analysis"
"mathematical finance" -- "stochastic control"
"activity recognition" -- "machine learning"
"learning" -- "teaching"
"learning" -- "mentoring"
"rivers" -- "geomorphology"
"emerging markets" -- "international business"
"statistical mechanics" -- "phase transitions"
"plant systematics" -- "evolution"
"bioethics" -- "research ethics"
"bioethics" -- "medical ethics"
"developmental psychology" -- "comparative psychology"
"refrigeration" -- "heat transfer"
"colorectal cancer" -- "biomarkers"
"allergy" -- "immunology"
"ux" -- "hci"
"life cycle assessment" -- "industrial ecology"
"organizational psychology" -- "work"
"multimedia retrieval" -- "machine learning"
"algorithms" -- "theoretical computer science"
"algorithms" -- "data structures"
"algorithms" -- "theory of computation"
"algorithms" -- "complexity"
"algorithms" -- "graphs"
"algorithms" -- "machine learning"
"algorithms" -- "algorithmic game theory"
"celestial mechanics" -- "astrodynamics"
"biomedical informatics" -- "clinical informatics"
"biomedical informatics" -- "machine learning"
"biomedical informatics" -- "electronic health records"
"minerals" -- "rock physics"
"agent-based modeling" -- "simulation"
"agent-based modeling" -- "complex adaptive systems"
"neurosurgery" -- "neuroscience"
"neurosurgery" -- "spine surgery"
"printed electronics" -- "flexible electronics"
"translational research" -- "immunology"
"heavy metals" -- "environmental chemistry"
"materials physics" -- "condensed matter"
"nuclear medicine" -- "molecular imaging"
"resilience" -- "disasters"
"resilience" -- "social-ecological systems"
"resilience" -- "vulnerability"
"creep" -- "superplasticity"
"dsp" -- "fpga"
"online learning" -- "educational technology"
"gpcr" -- "membrane proteins"
"solid state ionics" -- "solid oxide fuel cells"
"alzheimer disease" -- "dementia"
"mobile computing" -- "pervasive computing"
"lingüística" -- "traducción"
"reinforcement learning" -- "machine learning"
"childhood obesity" -- "nutrition"
"microbial ecology" -- "gut microbiota"
"microbial ecology" -- "environmental microbiology"
"microbial ecology" -- "biodegradation"
"microbial ecology" -- "soil microbiology"
"microbial ecology" -- "microbial diversity"
"neurotoxicology" -- "neuroscience"
"livelihoods" -- "natural resource management"
"special functions" -- "orthogonal polynomials"
"discrete event systems" -- "petri nets"
"quaternary" -- "geomorphology"
"metabolism" -- "nuclear receptors"
"metabolism" -- "skeletal muscle"
"metabolism" -- "diabetes"
"general surgery" -- "vascular surgery"
"sediment transport" -- "coastal"
"islamic studies" -- "religion"
"molecular medicine" -- "cellular"
"bayesian statistics" -- "machine learning"
"bayesian statistics" -- "monte carlo methods"
"historical linguistics" -- "phonology"
"psychiatry" -- "substance use disorders"
"psychiatry" -- "neuroscience"
"molecular imaging" -- "nanomedicine"
"crowdsourcing" -- "machine learning"
"agriculture" -- "food"
"structural biology" -- "synchrotron radiation"
"structural biology" -- "membrane proteins"
"structural biology" -- "ribosome"
"data fusion" -- "machine learning"
"genética" -- "biologia molecular"
"software development" -- "machine learning"
"cancer" -- "immunology"
"cancer" -- "biomarkers"
"cancer" -- "lung"
"cancer" -- "cell migration"
"cancer" -- "animal models"
"cancer" -- "drug development"
"cancer" -- "metastasis"
"cancer" -- "drug resistance"
"cancer" -- "therapy"
"cancer" -- "mirna"
"cancer" -- "breast cancer"
"cancer" -- "liver"
"migration" -- "diaspora"
"migration" -- "refugees"
"migration" -- "multiculturalism"
"computational materials science" -- "materials design"
"education" -- "educational technology"
"education" -- "social stratification"
"education" -- "adult education"
"meditation" -- "mindfulness"
"bioorganic chemistry" -- "chemical biology"
"web" -- "databases"
"digital image processing" -- "machine learning"
"statistical learning" -- "machine learning"
"biofuels" -- "biodiesel"
"biofuels" -- "biorefinery"
"pancreas" -- "liver"
"mathematical modeling" -- "infectious disease epidemiology"
"complexity" -- "agent-based simulation"
"urban planning" -- "housing policy"
"urban planning" -- "urban design"
"urban planning" -- "housing"
"contracts" -- "law"
"intergroup relations" -- "social psychology"
"big data analytics" -- "machine learning"
"glass transition" -- "soft matter"
"philosophy of technology" -- "philosophy of science"
"american politics" -- "representation"
"american politics" -- "congress"
"causality" -- "machine learning"
"family law" -- "law"
"environmental history" -- "history of science"
"spatial statistics" -- "environmental statistics"
"functional analysis" -- "mathematical analysis"
"hemodynamics" -- "computational fluid dynamics"
"fluid mechanics" -- "heat transfer"
"fluid mechanics" -- "biofluids"
"fluid mechanics" -- "instability"
"fluid mechanics" -- "vortex dynamics"
"fluid mechanics" -- "flow control"
"addiction" -- "gambling"
"addiction" -- "neuroscience"
"embodiment" -- "emotion"
"hci" -- "ictd"
"management" -- "organizational behavior"
"management" -- "strategy"
"data structures" -- "graph algorithms"
"self-control" -- "motivation"
"neurociências" -- "bioquímica"
"multi-agent systems" -- "cooperative control"
"multi-agent systems" -- "networked control systems"
"turbulent flows" -- "computational fluid dynamics"
"electric drives" -- "power electronics"
"topic modeling" -- "machine learning"
"mathematical ecology" -- "mathematical biology"
"audio signal processing" -- "machine learning"
"sociology of religion" -- "religion"
"microbiologia" -- "biologia molecular"
"theology" -- "philosophy"
"religion" -- "religious studies"
"religion" -- "state"
"religion" -- "spirituality"
"economic sociology" -- "organizations"
"philosophy of mathematics" -- "logic"
"critical discourse analysis" -- "systemic functional linguistics"
"speech" -- "machine learning"
"speech" -- "language processing"
"medicinal plants" -- "natural products"
"cancer research" -- "molecular biology"
"human resource management" -- "organizational behavior"
"point-of-care diagnostics" -- "microfluidics"
"cell migration" -- "cell adhesion"
"narrative" -- "identity"
"cryogenics" -- "heat transfer"
"attention" -- "visual cognition"
"attention" -- "consciousness"
"cosmology" -- "galaxy evolution"
"cosmology" -- "particle physics"
"cosmology" -- "gravity"
"public administration" -- "crisis management"
"heat transfer" -- "energy technology"
"heat transfer" -- "electronics cooling"
"heat transfer" -- "thermoelectrics"
"data management" -- "databases"
"environmental policy" -- "energy policy"
"positive psychology" -- "social psychology"
"philosophy of biology" -- "philosophy of science"
"genome engineering" -- "synthetic biology"
"corporate strategy" -- "international business"
"drives" -- "power electronics"
"strategy" -- "international business"
"parkinson s disease" -- "neuroscience"
"atmospheric physics" -- "cloud physics"
"urban design" -- "architecture"
"urban design" -- "public space"
"early childhood education" -- "play"
"international trade" -- "industrial organization"
"nlp" -- "machine learning"
"movement" -- "pain"
"5g" -- "wireless communications"
"text analysis" -- "machine learning"
"standards" -- "interoperability"
"stroke" -- "neurology"
"stroke" -- "neurorehabilitation"
"neuroscience" -- "pain"
"neuroscience" -- "neurodegeneration"
"neuroscience" -- "neurotrauma"
"neuroscience" -- "neuroengineering"
"neuroscience" -- "ion channels"
"neuroscience" -- "neuroendocrinology"
"neuroscience" -- "machine learning"
"neuroscience" -- "neurology"
"neuroscience" -- "ophthalmology"
"neuroscience" -- "brain imaging"
"neuroscience" -- "neurogenesis"
"brain-machine interfaces" -- "machine learning"
"3d modeling" -- "photogrammetry"
"media history" -- "media studies"
"species interactions" -- "community ecology"
"physical oceanography" -- "ocean modeling"
"physical oceanography" -- "air-sea interaction"
"deep learning" -- "machine learning"
"osteoarthritis" -- "biomechanics"
"dementia" -- "aging"
"flexible electronics" -- "thin film transistors"
"patient safety" -- "health information technology"
"patient safety" -- "quality improvement"
"electrolytes" -- "batteries"
"history of science" -- "history of technology"
"gan" -- "semiconductors"
"gan" -- "zno"
"multiphase flow" -- "computational fluid dynamics"
"active matter" -- "soft matter"
"speech synthesis" -- "speech processing"
"digital fabrication" -- "architecture"
"severe plastic deformation" -- "superplasticity"
"digital humanities" -- "medieval studies"
"neuropsychology" -- "brain injury"
"ultracold atoms" -- "quantum gases"
"organizational economics" -- "industrial organization"
"cell biology" -- "cell division"
"cell biology" -- "molecular"
"cell biology" -- "mitosis"
"quantum gravity" -- "quantum field theory"
"terrorism" -- "political violence"
"intrusion detection" -- "network security"
"high energy physics" -- "particle physics"
"adolescence" -- "prevention"
"neuroinformatics" -- "machine learning"
"pain management" -- "regional anesthesia"
"sarcopenia" -- "aging"
"probabilistic modeling" -- "machine learning"
"media studies" -- "communication studies"
"transformation" -- "molecular biology"
"fabrication" -- "characterization"
"condensed matter physics" -- "quantum transport"
"condensed matter physics" -- "superconductivity"
"wireless power transfer" -- "power electronics"
"mindfulness" -- "emotion regulation"
"mathematical biology" -- "mathematical epidemiology"
"landscape architecture" -- "architecture"
"population" -- "community ecology"
"palaeoecology" -- "palaeoclimate"
"glaucoma" -- "ophthalmology"
"wireless communications" -- "physical layer security"
"biomechanics" -- "injury prevention"
"biomechanics" -- "gait analysis"
"biomechanics" -- "orthopaedics"
"biomechanics" -- "kinesiology"
"biomechanics" -- "rehabilitation"
"speech perception" -- "speech production"
"vaccines" -- "immunology"
"colloid science" -- "soft matter"
"segregation" -- "housing"
"its applications" -- "machine learning"
"immunology" -- "flow cytometry"
"immunology" -- "immunotherapy"
"immunology" -- "medical microbiology"
"computer simulation" -- "soft matter"
"artificial photosynthesis" -- "solar fuels"
"hiv prevention" -- "lgbt health"
"sports economics" -- "industrial organization"
"logic" -- "category theory"
"work" -- "occupational"
"work" -- "organizations"
"cultural policy" -- "art"
"bose-einstein condensation" -- "quantum gases"
"biomedical sciences" -- "molecular biology"
"early modern history" -- "economic history"
"cooperation" -- "evolution"
"soil" -- "water"
"criminal law" -- "law"
"solid-state nmr" -- "membrane proteins"
"quantum field theory" -- "string theory"
"predictive modeling" -- "machine learning"
"computed tomography" -- "medical imaging"
"machine learning" -- "bayesian methods"
"machine learning" -- "multivariate statistics"
"machine learning" -- "speech signal processing"
"machine learning" -- "collective intelligence"
"machine learning" -- "indoor localization"
"machine learning" -- "biomedical signal processing"
"machine learning" -- "medical image analysis"
"machine learning" -- "anomaly detection"
"machine learning" -- "bayesian networks"
"machine learning" -- "speech processing"
"machine learning" -- "bayesian analysis"
"machine learning" -- "bayesian inference"
"machine learning" -- "smart home"
"applied" -- "computational mathematics"
"neuroendocrinology" -- "reproductive endocrinology"
"biocatalysis" -- "protein engineering"
"pediatrics" -- "neonatology"
"game theory" -- "microeconomic theory"
"synthetic biology" -- "protein engineering"
"social psychology" -- "prejudice"
"social psychology" -- "quantitative methods"
"social psychology" -- "environmental psychology"
"evolution" -- "theoretical biology"
"characterization" -- "polymer synthesis"
"cellular" -- "molecular immunology"
"cellular" -- "molecular biology"
"biomems" -- "microfluidics"
"heterogeneous computing" -- "high performance computing"
"architecture" -- "art"
"dentistry" -- "prosthodontics"
"dentistry" -- "endodontics"
"differential geometry" -- "geometric analysis"
"biologia molecular" -- "bioquímica"
"stereotyping" -- "prejudice"
"ophthalmology" -- "optometry"
"social evolution" -- "evolutionary biology"
"environmental change" -- "geomorphology"
"community ecology" -- "functional ecology"
"epitaxy" -- "semiconductors"
"plant physiology" -- "molecular biology"
"emotion" -- "emotion regulation"
"emotion" -- "motivation"
"magnetic resonance imaging" -- "medical imaging"
"neurodegeneration" -- "als"
"image reconstruction" -- "medical imaging"
"legal education" -- "law"
"biosynthesis" -- "natural products"
"applied microeconomics" -- "industrial organization"
"rnai" -- "molecular biology"
"legal history" -- "law"
"microfluidics" -- "mems"
"disability" -- "aging"
"gpgpu" -- "high performance computing"
"semiconductors" -- "nanostructures"
"telomeres" -- "aging"
"decision making" -- "expertise"
"cognitive function" -- "aging"
