"dtn" -- "networks"
"ecological niche modeling" -- "conservation biology"
"thin film growth" -- "materials science"
"sociology of sport" -- "sport for development"
"polar meteorology" -- "atmospheric dynamics"
"magnetic properties" -- "nanostructures"
"nefrologia" -- "cardiologia"
"information extraction" -- "natural language processing"
"cooperation" -- "social dilemmas"
"cooperation" -- "social complexity"
"cooperation" -- "fairness"
"quantum information" -- "quantum"
"quantum information" -- "quantum many-body physics"
"quantum information" -- "quantum sensing"
"quantum information" -- "open quantum systems"
"quantum information" -- "quantum foundations"
"quantum information" -- "quantum walks"
"quantum information" -- "foundations of quantum mechanics"
"quantum information" -- "quantum nonlocality"
"medicine" -- "biology"
"medicine" -- "medical research"
"medicine" -- "genetik"
"hiv prevention" -- "sexual health"
"hiv prevention" -- "lgbt health"
"combustion chemistry" -- "chemical kinetics"
"marketing" -- "international marketing"
"marketing" -- "product innovation"
"marketing" -- "branding"
"marketing" -- "choice modelling"
"marketing" -- "customer satisfaction"
"marketing" -- "management"
"marketing" -- "macromarketing"
"marketing" -- "economia agroalimentare"
"marketing" -- "sales"
"marketing" -- "word of mouth"
"marketing" -- "social media marketing"
"marketing" -- "retailing"
"marketing" -- "tourism"
"marketing" -- "b2b marketing"
"marketing" -- "marketing research"
"marketing" -- "advertising"
"marketing" -- "public administration theory"
"marketing" -- "services"
"marketing" -- "agribusiness"
"health systems" -- "global public health"
"spectrum management" -- "spectrum sharing"
"post-conflict reconstruction" -- "peacebuilding"
"stochastic games" -- "stochastic optimal control"
"teacher quality" -- "special education"
"early childhood" -- "infant mental health"
"infectious diseases" -- "tropical medicine"
"infectious diseases" -- "molecular epidemiology"
"infectious diseases" -- "antimicrobial stewardship"
"infectious diseases" -- "mrsa"
"infectious diseases" -- "resistance"
"infectious diseases" -- "clinical microbiology"
"holocaust studies" -- "jewish studies"
"dreaming" -- "sleep"
"mitigation" -- "climate change"
"competitive dynamics" -- "strategic management"
"aeronomy" -- "space physics"
"food history" -- "gastronomy"
"discrimination" -- "workplace diversity"
"discrimination" -- "prejudice"
"extragalactic astrophysics" -- "cosmology"
"creative arts" -- "music"
"creative arts" -- "interdisciplinary"
"creative arts" -- "tertiary education"
"metamorphic geology" -- "tectonics"
"high-k dielectrics" -- "materials science"
"nutritional biochemistry" -- "pediatric nutrition"
"nutritional biochemistry" -- "cancer biology"
"jebed" -- "evolutionary biology"
"tools" -- "hpc"
"glycosyltransferases" -- "emt"
"consumer health informatics" -- "health informatics"
"magnetic nanoparticles" -- "mri contrast agent"
"oncologic imaging" -- "imaging informatics"
"technology transfer" -- "innovation"
"storia sociale" -- "storia dell&"
"process improvement" -- "operations management"
"process improvement" -- "lean management"
"collective intelligence" -- "democratic innovations"
"collective intelligence" -- "online collaboration"
"sensory systems" -- "computational neuroscience"
"usability" -- "cognitive ergonomics"
"free probability" -- "operator algebras"
"radar interferometry" -- "remote sensing"
"materials characterization" -- "materials science"
"paradox" -- "innovation"
"law economics" -- "industrial organization"
"cross-cultural studies" -- "aging"
"interventional neuroradiology" -- "cerebrovascular disease"
"enhanced sampling" -- "biophysics"
"li-ion batteries" -- "li-air batteries"
"cultura" -- "identidad"
"mediación" -- "derecho procesal"
"models of computation" -- "molecular programming"
"snake venom" -- "tropical diseases"
"eia" -- "gis"
"knowledge base" -- "databases"
"gynecology" -- "urogynecology"
"gynecology" -- "perinatology"
"gynecology" -- "obstetrics"
"desertification" -- "land degradation"
"coopetition" -- "innovation"
"concrete technology" -- "cement chemistry"
"concrete technology" -- "materials science"
"management consulting" -- "strategic management"
"memoir" -- "autobiography"
"geostatistics" -- "reservoir modeling"
"social identity" -- "social representations"
"ingegneria" -- "meccanica"
"ingegneria" -- "ambiente"
"democracy" -- "political theory"
"laser processing" -- "nanotechnology"
"authorship" -- "international law"
"myeloproliferative neoplasms" -- "venous thromboembolism"
"turbomachinery" -- "aerodynamics"
"criminología" -- "derecho penal"
"power electronics" -- "dc"
"power electronics" -- "hvdc"
"power electronics" -- "electric drives"
"power electronics" -- "eletrônica de potência"
"power electronics" -- "energy storage systems"
"power electronics" -- "power quality"
"power electronics" -- "silicon carbide"
"power electronics" -- "electrónica de potencia"
"power electronics" -- "multilevel converters"
"power electronics" -- "dc converters"
"power electronics" -- "renewable energy generation"
"power electronics" -- "pulsed power"
"power electronics" -- "wireless power transmission"
"power electronics" -- "predictive control"
"power electronics" -- "renewable energy systems"
"power electronics" -- "power engineering"
"power electronics" -- "machine drives"
"power electronics" -- "dc microgrid"
"power electronics" -- "renewable energy"
"power electronics" -- "microgrids"
"fluorescence microscopy" -- "biophysics"
"database security" -- "information security"
"biologia" -- "farmacologia"
"biologia" -- "medicina"
"biologia" -- "evolução"
"antimicrobial peptides" -- "innate immunity"
"phonological theory" -- "phonology"
"photobiology" -- "fluorescent proteins"
"photobiology" -- "biophysics"
"dynamical systems" -- "interpersonal coordination"
"dynamical systems" -- "ordinary differential equations"
"dynamical systems" -- "hamiltonian systems"
"dynamical systems" -- "random dynamical systems"
"dynamical systems" -- "differential equations"
"dynamical systems" -- "nonlinear pdes"
"dynamical systems" -- "bifurcation theory"
"dynamical systems" -- "singular perturbations"
"dynamical systems" -- "mathematical biology"
"dynamical systems" -- "celestial mechanics"
"dynamical systems" -- "ergodic theory"
"visual working memory" -- "visual attention"
"model theory" -- "logic"
"computer science education research" -- "computing education research"
"tissue repair" -- "regeneration"
"biological modeling" -- "computational biology"
"job search" -- "unemployment"
"power system modeling" -- "microgrids"
"entomologia" -- "zoologia"
"spatial data" -- "databases"
"network function virtualization" -- "software defined networking"
"voice disorders" -- "dysphagia"
"voice disorders" -- "laryngology"
"two-phase flow" -- "stochastic methods"
"two-phase flow" -- "heat transfer"
"rehabilitación" -- "arquitectura"
"geosynthetics" -- "geotechnical engineering"
"protein stability" -- "biophysics"
"institutional theory" -- "organization theory"
"institutional theory" -- "strategic hrm"
"real estate management" -- "real estate economics"
"muscle fatigue" -- "ergonomics"
"sharks" -- "fisheries"
"macromolecular crowding" -- "biophysics"
"digital system design" -- "image processing"
"dissolution" -- "materials science"
"blended learning" -- "flipped classroom"
"geoconservation" -- "tectonics"
"prosocial behavior" -- "social cognition"
"elementary education" -- "science education"
"biocompatibility" -- "biomaterials"
"medieval studies" -- "celtic studies"
"mutagenesis" -- "dna replication"
"futures markets" -- "market efficiency"
"multiferroics" -- "manganites"
"episodic memory" -- "cognitive neuroscience"
"thermoregulation" -- "exercise physiology"
"smart home" -- "energy analytics"
"nanocrystalline materials" -- "tem"
"security protocols" -- "formal methods"
"functional anatomy" -- "biomechanics"
"perfusion" -- "imaging"
"career development" -- "vocational psychology"
"visual impairment" -- "special education"
"synaptic plasticity" -- "lipid protein interaction"
"computational biology" -- "single cell genomics"
"computational biology" -- "structural bioinformatics"
"computational biology" -- "chemotaxis"
"computational biology" -- "protein networks"
"computational biology" -- "computational quantum chemistry"
"computational biology" -- "biological networks"
"computational biology" -- "docking"
"computational biology" -- "biology of aging"
"intellectual property" -- "copyright law"
"intellectual property" -- "internet law"
"intellectual property" -- "traditional knowledge"
"intellectual property" -- "innovation"
"intellectual property" -- "cyberlaw"
"neuronal plasticity" -- "autism"
"neuroimmunology" -- "viral immunology"
"neuroimmunology" -- "neurovirology"
"jellyfish" -- "turtles"
"digital circuits" -- "systems"
"climate extremes" -- "climate change"
"failure analysis" -- "materials science"
"language modeling" -- "natural language processing"
"north africa" -- "middle east"
"quality control" -- "statistical process control"
"quality control" -- "statistics"
"vehicle safety" -- "intelligent vehicles"
"land use planning" -- "gis"
"formal political theory" -- "political economy"
"chinese" -- "linguistics"
"seed biology" -- "conservation biology"
"marine energy" -- "renewable energy"
"estudios culturales" -- "literatura"
"catálise" -- "química"
"universal algebra" -- "logic"
"universal algebra" -- "constraint satisfaction problems"
"mixed integer nonlinear programming" -- "optimization"
"atomic force microscope" -- "solar cells"
"cardiopulmonary resuscitation" -- "cardiology"
"plant mineral nutrition" -- "plant-microbe interactions"
"translation" -- "linguistics"
"translation" -- "terminology"
"translation" -- "trna"
"translation" -- "audiovisual translation"
"viral pathogenesis" -- "virology"
"olive oil" -- "medicinal chemistry"
"knowledge" -- "innovation"
"topological phases" -- "transport theory"
"epitranscriptomics" -- "rna"
"transistors" -- "solar cells"
"optimizasyon" -- "yapay zeka"
"haematology" -- "platelets"
"probabilistic model checking" -- "formal methods"
"participatory design" -- "interaction design"
"institutional change" -- "entrepreneurship"
"mpc" -- "optimization"
"inner ear" -- "hearing"
"mtor" -- "cancer"
"cfd" -- "natural ventilation"
"cfd" -- "multiphysics simulation"
"cfd" -- "openfoam"
"cfd" -- "heat transfer"
"cfd" -- "sph"
"cfd" -- "dem"
"cfd" -- "heat mass transfer"
"cfd" -- "coal combustion"
"cfd" -- "engineering mathematics"
"cfd" -- "fem"
"cfd" -- "fea"
"cfd" -- "fire modeling"
"cfd" -- "computational solid mechanics"
"eastern europe" -- "central"
"eastern europe" -- "politics"
"business models" -- "innovation"
"modified atmosphere packaging" -- "high pressure processing"
"modified atmosphere packaging" -- "food engineering"
"musicology" -- "ethnomusicology"
"musicology" -- "music"
"musicology" -- "sociology of music"
"musicology" -- "music history"
"indigenous studies" -- "anthropology"
"indigenous studies" -- "native american"
"future internet" -- "mobile computing"
"rural education" -- "sociology of education"
"australia" -- "new zealand"
"neuromorphic computing" -- "emerging memory"
"neuromorphic computing" -- "vlsi"
"intention" -- "consciousness"
"rock mechanics" -- "geotechnical engineering"
"rock mechanics" -- "tunnelling"
"rock mechanics" -- "numerical modeling"
"milk" -- "food science"
"natural language processing" -- "parsing"
"natural language processing" -- "bionlp"
"natural language processing" -- "text summarization"
"natural language processing" -- "natural language generation"
"natural language processing" -- "named entity recognition"
"natural language processing" -- "dialogue"
"natural language processing" -- "streaming algorithms"
"natural language processing" -- "computational sociolinguistics"
"natural language processing" -- "text"
"natural language processing" -- "sentic computing"
"exercise physiology" -- "conditioning"
"exercise physiology" -- "sports nutrition"
"exercise physiology" -- "sports science"
"exercise physiology" -- "human performance"
"heterogeneous systems" -- "gpgpu"
"pemfc" -- "electrochemistry"
"cryosphere" -- "remote sensing"
"internet research" -- "youth culture"
"aging" -- "longevity"
